entry_id	timestamp_utc	entry_type	project_phase	hypothesis_id	experiment_name	claim_tested	script	command	git_commit	git_dirty	code_diff_summary	host	gpu	python_version	data_root	dataset	subject_ids	task	movie	train_selector	val_selector	test_selector	heldout_policy	leakage_checks	n_train_units	n_val_units	n_test_units	cache_policy	timeline_cache_version	feature_cache_version	model_source	checkpoint	features_to_use	ablation_variable	condition	baseline_entry_id	random_seed	epochs	batch_size	limit_train_batches	loss	optimizer	scheduler	model_config_hash	metric_primary	primary_metric_value	metric_secondary_json	runtime_seconds	result_json_path	artifacts_json	failure_modes	interpretation	claim_status	next_action	reviewer	notes
S0023	2026-05-14T06:30:32Z	run	quality	H006	s01_e01_e12_llama32_3b_groupmean_3seed	Paper-style Llama-3.2-3B text features improve held-out fMRI Pearson over small Qwen text features	experiments/algonauts_text_loss_ablation.py	see A0035/A0036 command metadata	0151e9a	yes	dirty; harness modality controls added after run launch	ripper-TRX50-AERO-D	GPU1 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01-e10	e11-e12	n/a	episode-heldout	no val episode chunks in train	20 timelines	4 timelines	0	first seed cold Llama text cache; rest warm	text_loss_episode_s01_e01_e12_val_e11_e12_llama32_3b_groupmean_v1	text_loss_episode_s01_e01_e12_val_e11_e12_llama32_3b_groupmean_v1	local default	n/a	text	text_model_name	meta-llama/Llama-3.2-3B_group_mean	S0015 same-split Qwen MSE seeds	33,34,35	10	1	n/a	MSELoss	Adam	OneCycleLR	n/a	heldout_val_pearson_mean_delta	0.032060	{"baseline_mean":0.093322,"feature_mean":0.125382,"deltas":[0.044269,0.037675,0.014237],"all_positive":true,"positive_seeds":3,"extractor_dims":"text:(5,3072)","seed_values":{"33":0.124788,"34":0.124713,"35":0.126645}}	7453.833436	cache/ablation_results/algonauts_text_loss_episode_s01_e01_e12_val_e11_e12_full_mse_llama32_3b_groupmean_3seed_v1.json	{"artifact_id":"A0035","log_id":"A0036"}	none	Passed preregistered exploratory gate: mean delta exceeds +0.01 and all seeds are positive.	passes_exploratory_gate	replicate frozen Llama config on a second held-out split before broader claims	Codex	Result is exploratory because it is one subject and one season subset; runtime is cache-confounded.
S0024	2026-05-14T06:37:11Z	run	quality	H006	s01_e01_e12_val_e09_e10_qwen06b_baseline	Qwen MSE baseline for frozen second-split replication	experiments/algonauts_text_loss_ablation.py	see A0037/A0038 command metadata	0151e9a	yes	dirty; harness modality controls included	ripper-TRX50-AERO-D	GPU0 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01-e08,e11-e12	e09-e10	n/a	episode-heldout	no val episode chunks in train	20 timelines	4 timelines	0	warm Qwen text cache	text_loss_episode_s01_e01_e12_val_e09_e10_qwen06b_v1	text_loss_episode_s01_e01_e12_val_e11_e12_v1	local default	n/a	text	text_model_name	Qwen/Qwen3-0.6B_layer_2/3	n/a	33,34,35	10	1	n/a	MSELoss	Adam	OneCycleLR	n/a	heldout_val_pearson_mean	0.113253	{"seed_values":{"33":0.107587,"34":0.116020,"35":0.116153},"extractor_dims":"text:(1,1024)"}	136.968263	cache/ablation_results/algonauts_text_loss_episode_s01_e01_e12_val_e09_e10_full_mse_qwen06b_3seed_v1.json	{"artifact_id":"A0037","log_id":"A0038"}	none	Baseline for frozen second split replication.	baseline	compare frozen Llama config under same split	Codex	Runtime is warm-cache and not a speed claim.
S0025	2026-05-14T06:37:42Z	run	quality	H006	s01_e01_e12_val_e09_e10_llama32_3b_groupmean	Frozen Llama text features replicate over Qwen baseline on a second held-out split	experiments/algonauts_text_loss_ablation.py	see A0039/A0040 command metadata	0151e9a	yes	dirty; harness modality controls included	ripper-TRX50-AERO-D	GPU1 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01-e08,e11-e12	e09-e10	n/a	episode-heldout	no val episode chunks in train	20 timelines	4 timelines	0	warm Llama text cache	text_loss_episode_s01_e01_e12_val_e09_e10_llama32_3b_groupmean_v1	text_loss_episode_s01_e01_e12_val_e11_e12_llama32_3b_groupmean_v1	local default	n/a	text	text_model_name	meta-llama/Llama-3.2-3B_group_mean	S0024	33,34,35	10	1	n/a	MSELoss	Adam	OneCycleLR	n/a	heldout_val_pearson_mean_delta	0.050164	{"baseline_mean":0.113253,"feature_mean":0.163417,"deltas":[0.061333,0.044113,0.045044],"all_positive":true,"positive_seeds":3,"extractor_dims":"text:(5,3072)","seed_values":{"33":0.168920,"34":0.160133,"35":0.161197}}	159.464999	cache/ablation_results/algonauts_text_loss_episode_s01_e01_e12_val_e09_e10_full_mse_llama32_3b_groupmean_3seed_v1.json	{"artifact_id":"A0039","log_id":"A0040"}	none	Replicated the Llama feature improvement on a different held-out episode pair.	replicated_exploratory	move to multimodal or multi-subject expansion; do not tune more on s01 validation splits	Codex	Still exploratory because it is sub-01/s01 only and uses validation splits, not final test data.
S0026	2026-05-14T07:11:25Z	run	quality	H008	pretrained_tribe_textonly_s01e01a_surface_approx	Can evaluate the public facebook/tribev2 checkpoint against local Algonauts labels in approximate surface space	experiments/eval_pretrained_tribe_algonauts.py	PATH=/home/ripper/.local/git-annex/usr/bin:$PATH DATAPATH=/home/ripper/data/tribe_benchmarks SAVEPATH=/home/ripper/data/tribe_runs CUDA_VISIBLE_DEVICES=1 python experiments/eval_pretrained_tribe_algonauts.py --features text --chunks e01a --target-batch-size 24	0151e9a	yes	added public-checkpoint evaluator and later parcel metric option	ripper-TRX50-AERO-D	GPU1 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e01a	n/a	compatibility on train-distribution chunk; not heldout and not official	no official S7/OOD labels used	0	1 chunk	0	warm text feature cache	release	release	facebook/tribev2	facebook/tribev2	text	public_baseline_eval	textonly_surface_approx	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	approx_surface_pearson_mean	0.110629	{"median":0.094037,"n_vertices_total":20484,"n_vertices_finite":19315,"prediction_shape":[856,20484],"target_projection":"Schaefer1000 parcels to standard fsaverage5"}	667.026576	cache/ablation_results/pretrained_tribe_textonly_s01e01a_surface_approx_v1.json	{"artifact_id":"A0041","log_id":"A0042"}	none	Public checkpoint compatibility path works, but the result is an approximate local metric and cannot be compared to the leaderboard table.	supported_smoke	run parcel-space metric and then multimodal public checkpoint on same chunk	Codex	Official Algonauts S7/OOD labels are withheld; exact scoring requires Codabench submission.
S0027	2026-05-14T07:22:58Z	run	quality	H008	pretrained_tribe_textonly_s01e01a_parcel_approx	Can evaluate the public facebook/tribev2 checkpoint against local Algonauts labels in approximate parcel space	experiments/eval_pretrained_tribe_algonauts.py	PATH=/home/ripper/.local/git-annex/usr/bin:$PATH DATAPATH=/home/ripper/data/tribe_benchmarks SAVEPATH=/home/ripper/data/tribe_runs CUDA_VISIBLE_DEVICES=0 python experiments/eval_pretrained_tribe_algonauts.py --features text --chunks e01a --metric-space parcel	0151e9a	yes	added public-checkpoint evaluator parcel metric option and unit tests	ripper-TRX50-AERO-D	GPU0 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e01a	n/a	compatibility on train-distribution chunk; not heldout and not official	no official S7/OOD labels used	0	1 chunk	0	warm text feature cache	release	release	facebook/tribev2	facebook/tribev2	text	public_baseline_eval	textonly_parcel_approx	S0026	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	approx_parcel_pearson_mean	0.113327	{"median":0.095330,"n_projected_parcels":983,"prediction_shape":[856,20484],"metric_prediction_shape":[856,1000]}	2.431390	cache/ablation_results/pretrained_tribe_textonly_s01e01a_parcel_approx_v1.json	{"artifact_id":"A0043","log_id":"A0044"}	initial run failed on Nilearn interpolation value then was patched and rerun successfully	Parcel metric path gives a closer Algonauts-style local metric than the surface path, but is still approximate because fsaverage-to-subject-Schaefer projection is not official preprocessing.	supported_smoke	wait for full multimodal public-checkpoint run and then decide whether to run a fair heldout local multimodal retrain	Codex	983/1000 parcels had projected fsaverage5 vertices.
S0028	2026-05-14T07:56:53Z	run	quality	H008	pretrained_tribe_multimodal_s01e01a_surface_approx	Can evaluate the public facebook/tribev2 full multimodal checkpoint against local Algonauts labels in approximate surface space	experiments/eval_pretrained_tribe_algonauts.py	PATH=/home/ripper/.local/git-annex/usr/bin:$PATH DATAPATH=/home/ripper/data/tribe_benchmarks SAVEPATH=/home/ripper/data/tribe_runs CUDA_VISIBLE_DEVICES=1 python experiments/eval_pretrained_tribe_algonauts.py --features text audio video --chunks e01a --target-batch-size 24	0151e9a	yes	added public-checkpoint evaluator parcel metric option and unit tests	ripper-TRX50-AERO-D	GPU1 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e01a	n/a	compatibility on train-distribution chunk; not heldout and not official	no official S7/OOD labels used	0	1 chunk	0	cold video feature cache; warm text; audio newly materialized	release	release	facebook/tribev2	facebook/tribev2	text,audio,video	public_baseline_eval	multimodal_surface_approx	S0026	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	approx_surface_pearson_mean	0.160431	{"median":0.131399,"n_vertices_total":20484,"n_vertices_finite":19315,"prediction_shape":[882,20484],"target_projection":"Schaefer1000 parcels to standard fsaverage5"}	2405.070091	cache/ablation_results/pretrained_tribe_text_audio_video_s01e01a_surface_approx_v1.json	{"artifact_id":"A0045","log_id":"A0046"}	none	Public full multimodal compatibility path works and scores higher than text-only on this local train-distribution chunk, but it is not an improvement over public TRIBE because it is public TRIBE.	supported_smoke	rerun in parcel metric with array export and compare matched sample times	Codex	Runtime dominated by first-time V-JEPA video feature cache materialization.
S0029	2026-05-14T07:59:14Z	run	quality	H009	pretrained_tribe_text_vs_full_s01e01a_parcel_matched	Full multimodal public TRIBE exceeds text-only public TRIBE under the same approximate parcel metric on a local compatibility chunk	experiments/eval_pretrained_tribe_algonauts.py	see A0047-A0053 commands and matched comparison artifact	0151e9a	yes	added array export for matched sample-time comparisons	ripper-TRX50-AERO-D	GPU0/GPU1 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e01a	n/a	compatibility on train-distribution chunk; not heldout and not official	no official S7/OOD labels used	0	1 chunk	0	warm text/audio/video feature cache	release	release	facebook/tribev2	facebook/tribev2	text vs text,audio,video	features_to_use	text_vs_multimodal_parcel_matched	S0027	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	delta_approx_parcel_pearson_mean	0.058203	{"text_mean":0.113327,"multimodal_mean":0.171530,"matched_samples":856,"mean_abs_time_delta_seconds":0.030012,"n_projected_parcels":983}	0	cache/ablation_results/pretrained_tribe_text_vs_full_s01e01a_parcel_matched_v1.json	{"text_artifact_id":"A0047","full_artifact_id":"A0050","comparison_artifact_id":"A0053"}	none	As expected, adding audio and video to the public checkpoint improves local approximate parcel Pearson on this one chunk; this is evaluator calibration and modality evidence, not a new algorithmic improvement claim.	supported_smoke	next fair improvement experiment should use a faithful public-style baseline and a predeclared heldout train-label split or generate official Codabench submissions	Codex	Matched nearest sample times within 0.06 seconds because text-only and multimodal event grids differ slightly.
S0030	2026-05-14T08:56:50Z	run	quality	H008	pretrained_tribe_multimodal_s01e01b_parcel_approx	Can evaluate the public facebook/tribev2 full multimodal checkpoint on an additional local chunk in approximate parcel space	experiments/eval_pretrained_tribe_algonauts.py	see A0054-A0056 command metadata	0151e9a	yes	evaluator supports parcel metric and array export	ripper-TRX50-AERO-D	GPU1 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e01b	n/a	compatibility on train-distribution chunk; not heldout and not official	no official S7/OOD labels used	0	1 chunk	0	warm text/audio/video feature cache	release	release	facebook/tribev2	facebook/tribev2	text,audio,video	public_baseline_eval	multimodal_e01b_parcel_approx	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	approx_parcel_pearson_mean	0.197998	{"median":0.177904,"n_prediction_samples":880,"n_finite_target_rows":876,"n_projected_parcels":983,"prediction_shape":[880,20484],"metric_prediction_shape":[880,1000]}	2870.487208	cache/ablation_results/pretrained_tribe_text_audio_video_s01e01b_parcel_approx_v1.json	{"artifact_id":"A0054","log_id":"A0055","array_id":"A0056"}	none	Public checkpoint compatibility extended to e01b; still approximate and not leaderboard comparable.	supported_smoke	use exported arrays for predeclared calibration tests only	Codex	Official hidden-label comparison still requires Codabench.
S0031	2026-05-14T08:50:16Z	run	quality	H008	pretrained_tribe_multimodal_s01e02a_parcel_approx	Can evaluate the public facebook/tribev2 full multimodal checkpoint on a later local chunk in approximate parcel space	experiments/eval_pretrained_tribe_algonauts.py	see A0057-A0059 command metadata	0151e9a	yes	evaluator supports parcel metric and array export	ripper-TRX50-AERO-D	GPU0 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e02a	n/a	compatibility on train-distribution chunk; not heldout and not official	no official S7/OOD labels used	0	1 chunk	0	warm text/audio/video feature cache	release	release	facebook/tribev2	facebook/tribev2	text,audio,video	public_baseline_eval	multimodal_e02a_parcel_approx	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	approx_parcel_pearson_mean	0.213289	{"median":0.189061,"n_prediction_samples":719,"n_finite_target_rows":712,"n_projected_parcels":983,"prediction_shape":[719,20484],"metric_prediction_shape":[719,1000]}	2475.548869	cache/ablation_results/pretrained_tribe_text_audio_video_s01e02a_parcel_approx_v1.json	{"artifact_id":"A0057","log_id":"A0058","array_id":"A0059"}	none	Public checkpoint compatibility extended to e02a; still approximate and not leaderboard comparable.	supported_smoke	use as the validation chunk for cross-chunk calibration falsification	Codex	Official hidden-label comparison still requires Codabench.
S0032	2026-05-14T08:07:17Z	run	quality	H010	tribe_calibration_multimodal_s01e01a_parcel_temporal_ridge	Per-parcel temporal ridge calibration improves public TRIBE predictions on available labels	experiments/tribe_calibration_ablation.py	see A0060/A0061 command metadata	0151e9a	yes	calibration harness added for exported public-checkpoint arrays	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	first 60 percent of e01a finite rows	post-gap tail of e01a	n/a	time split inside one chunk with 20-row gap	validation rows excluded from ridge fit; public checkpoint may have seen this train-distribution chunk	526	330	0	uses exported arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 text_audio_video parcel arrays	text,audio,video	calibration	temporal_ridge_lags_-4_-2_0_2_4_alpha10_within_e01a	raw_public_tribe_same_rows	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	n/a	delta_approx_parcel_pearson_mean	-0.017894	{"raw_public_tribe_mean":0.169055,"calibrated_mean":0.151160,"raw_public_tribe_median":0.145318,"calibrated_median":0.120274,"n_metric_val_rows":326,"n_projected_parcels":983}	0.104968	cache/ablation_results/tribe_calibration_multimodal_s01e01a_parcel_temporal_ridge_v1.json	{"artifact_id":"A0060","log_id":"A0061"}	none	Within-chunk temporal ridge calibration degraded public TRIBE predictions; no improvement.	reject	run one cross-chunk falsification before closing this line	Codex	Local labels only; not an official leaderboard result.
S0033	2026-05-14T08:57:09Z	run	quality	H010	tribe_calibration_multimodal_train_e01ab_val_e02a_parcel_temporal_ridge	Per-parcel temporal ridge calibration trained on earlier chunks improves public TRIBE predictions on a later chunk	experiments/tribe_calibration_ablation.py	see A0062/A0063 command metadata	0151e9a	yes	calibration harness supports explicit train and validation array sets	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01a,e01b	e02a	n/a	cross-chunk split using only available local labels	validation chunk excluded from ridge fit; public checkpoint may have seen all train-distribution chunks	1752	712	0	uses exported arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 text_audio_video parcel arrays	text,audio,video	calibration	temporal_ridge_lags_-4_-2_0_2_4_alpha10_train_e01ab_val_e02a	S0032	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	n/a	delta_approx_parcel_pearson_mean	-0.012626	{"raw_public_tribe_mean":0.210617,"calibrated_mean":0.197991,"raw_public_tribe_median":0.184223,"calibrated_median":0.171147,"n_metric_val_rows":708,"n_projected_parcels":983}	0.255855	cache/ablation_results/tribe_calibration_multimodal_train_e01ab_val_e02a_parcel_temporal_ridge_v1.json	{"artifact_id":"A0062","log_id":"A0063"}	none	Cross-chunk calibration also degraded public TRIBE predictions; reject posthoc temporal ridge calibration.	reject	stop this calibration line; next test should modify representation or training signal under a fair heldout protocol	Codex	Local labels only; not an official leaderboard result.
S0034	2026-05-14T09:05:24Z	run	quality	H011	tribe_calibration_multimodal_s01e01a_parcel_global_ridge_a1000	Global spatiotemporal ridge output adapter improves public TRIBE predictions on available labels	experiments/tribe_calibration_ablation.py	see A0064/A0065 command metadata	0151e9a	yes	added global-ridge adapter mode with unit tests	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	first 60 percent of e01a finite rows	post-gap tail of e01a	n/a	time split inside one chunk with 20-row gap	validation rows excluded from ridge fit; public checkpoint may have seen this train-distribution chunk	526	330	0	uses exported arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 text_audio_video parcel arrays	text,audio,video	calibration	global_ridge_lags_-4_-2_0_2_4_alpha1000_within_e01a	raw_public_tribe_same_rows	n/a	n/a	n/a	n/a	ridge	dual_closed_form_ridge	n/a	n/a	delta_approx_parcel_pearson_mean	-0.063476	{"raw_public_tribe_mean":0.169055,"calibrated_mean":0.105578,"raw_public_tribe_median":0.145318,"calibrated_median":0.084710,"n_metric_val_rows":326,"n_projected_parcels":983}	0.109003	cache/ablation_results/tribe_calibration_multimodal_s01e01a_parcel_global_ridge_a1000_v1.json	{"artifact_id":"A0064","log_id":"A0065"}	none	Within-chunk global ridge adapter degraded public TRIBE predictions sharply; no improvement.	reject	run one cross-chunk falsification before closing shallow output-adapter line	Codex	Alpha fixed before validation at 1000 because global feature count is much larger than per-parcel ridge.
S0035	2026-05-14T09:05:28Z	run	quality	H011	tribe_calibration_multimodal_train_e01ab_val_e02a_parcel_global_ridge_a1000	Global spatiotemporal ridge output adapter trained on earlier chunks improves public TRIBE predictions on a later chunk	experiments/tribe_calibration_ablation.py	see A0066/A0067 command metadata	0151e9a	yes	global-ridge adapter mode supports explicit train and validation array sets	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01a,e01b	e02a	n/a	cross-chunk split using only available local labels	validation chunk excluded from ridge fit; public checkpoint may have seen all train-distribution chunks	1752	712	0	uses exported arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 text_audio_video parcel arrays	text,audio,video	calibration	global_ridge_lags_-4_-2_0_2_4_alpha1000_train_e01ab_val_e02a	S0034	n/a	n/a	n/a	n/a	ridge	dual_closed_form_ridge	n/a	n/a	delta_approx_parcel_pearson_mean	-0.020744	{"raw_public_tribe_mean":0.210617,"calibrated_mean":0.189873,"raw_public_tribe_median":0.184223,"calibrated_median":0.150121,"n_metric_val_rows":708,"n_projected_parcels":983}	0.243198	cache/ablation_results/tribe_calibration_multimodal_train_e01ab_val_e02a_parcel_global_ridge_a1000_v1.json	{"artifact_id":"A0066","log_id":"A0067"}	none	Cross-chunk global ridge adapter also degraded public TRIBE predictions; close shallow output-adapter branch.	reject	move next to leaderboard-format submission harness and representation/training changes, not output post-processing	Codex	Local labels only; not an official leaderboard result.
S0036	2026-05-14T09:21:22Z	run	submission_harness	H012	tribe_textonly_friends_s7_sub01_s07e01a_submission_smoke	The harness can emit all-finite leaderboard-shaped hidden Friends S7 predictions without hidden labels	experiments/predict_tribe_algonauts_submission.py	see A0073-A0076 command metadata	0151e9a	yes	added submission harness and utility tests	ripper-TRX50-AERO-D	cache rerun	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s07	n/a	n/a	s07e01a	hidden Friends S7 stimulus row counts only; no labels available	no hidden fMRI labels loaded or scored	0	0	460	uses cached text predictions and row-mean finite fill	release	release	facebook/tribev2	facebook/tribev2	text	submission_harness	textonly_s07e01a_smoke	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	shape_finite	1	{"shape":[460,1000],"n_target_samples":460,"n_prediction_segments":null,"n_nonfinite_values_filled":7820,"used_prediction_cache":true}	1.042119	cache/submissions/tribe_textonly_friends_s7_sub01_s07e01a_manifest_v1.json	{"submission_npy":"A0073","submission_zip":"A0074","manifest":"A0075","log":"A0076"}	none	Text-only submission-format artifact generated and finite; this is not a score because Friends S7 labels are withheld.	supported_smoke	use as harness check only; compare quality through Codabench or available-label splits	Codex	Initial uncached attempt exposed empty projected parcels; row-mean fill makes submission-shaped arrays finite without using labels.
S0037	2026-05-14T09:22:52Z	run	submission_harness	H012	tribe_full_friends_s7_sub01_s07e01a_submission_smoke	The public TRIBE full multimodal checkpoint can generate leaderboard-shaped hidden Friends S7 predictions for a real movie split	experiments/predict_tribe_algonauts_submission.py	see A0077-A0081 command metadata	0151e9a	yes	added submission harness and utility tests	ripper-TRX50-AERO-D	GPU1 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s07	n/a	n/a	s07e01a	hidden Friends S7 stimulus row counts only; no labels available	no hidden fMRI labels loaded or scored	0	0	460	movie materialized via git-annex; text/audio/video features uncached for this item	release	release	facebook/tribev2	facebook/tribev2	text,audio,video	submission_harness	full_multimodal_s07e01a_smoke	S0036	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	shape_finite	1	{"shape":[460,1000],"n_target_samples":460,"n_prediction_segments":685,"n_nonfinite_values_filled":7820,"used_prediction_cache":false}	1822.996709	cache/submissions/tribe_full_friends_s7_sub01_s07e01a_manifest_v1.json	{"movie_get_log":"A0077","submission_npy":"A0078","submission_zip":"A0079","manifest":"A0080","log":"A0081"}	none	Full multimodal hidden-stimulus artifact generated; it enables official submission comparison but is not itself an accuracy result.	supported_smoke	scale raw public TRIBE full S7/OOD submissions and submit for official score before candidate comparison	Codex	V-JEPA/video path dominates runtime; one split took about 30.4 minutes.
S0038	2026-05-14T10:03:21Z	run	quality	H013	pretrained_tribe_modality_ablation_s01e02a_parcel_approx	Public TRIBE multimodal input outperforms unimodal and partial modality inputs on an available-label local chunk	experiments/eval_pretrained_tribe_algonauts.py	see A0082-A0100 command metadata	0151e9a	yes	submission harness added; existing evaluator reused for modality ablation	ripper-TRX50-AERO-D	GPU0/GPU1 warmed-cache runs	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e02a	n/a	available-label train-distribution compatibility chunk; not official hidden holdout	no Friends S7/OOD hidden labels used; public checkpoint may have seen this distribution	0	712	0	warm feature cache for new modality reruns; full condition from prior cold run	release	release	facebook/tribev2	facebook/tribev2	text,audio,video	modality_set	text_audio_video_vs_partial_modalities	S0031	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	approx_parcel_pearson_mean_best	0.213289	{"text":0.135589,"audio":null,"video":0.175551,"text_audio":0.135589,"text_video":0.210799,"audio_video":0.202912,"text_audio_video":0.213289,"text_video_delta_vs_full":-0.002490,"audio_video_delta_vs_full":-0.010377,"audio_constant_predictions":true}	2480.847421	cache/ablation_results/pretrained_tribe_modality_ablation_s01e02a_parcel_approx_v1.json	{"summary":"A0100","text":"A0082","audio":"A0085","video":"A0088","text_audio":"A0091","text_video":"A0094","audio_video":"A0097","full":"A0057"}	audio-only event-pruning bug in evaluator; superseded by corrected v2 run S0039	Superseded: the first modality summary was generated before fixing the evaluator path that removed Video before audio extraction for audio-without-video conditions.	superseded	use corrected v2 modality ablation S0039/A0121	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0039	2026-05-14T10:10:25Z	run	quality	H013	pretrained_tribe_modality_ablation_s01e02a_parcel_approx_v2	Public TRIBE multimodal input outperforms unimodal and partial modality inputs on an available-label local chunk after fixing audio extraction	experiments/eval_pretrained_tribe_algonauts.py	see A0101-A0121 command metadata	0151e9a	yes	fixed audio-only event pruning and added utility test	ripper-TRX50-AERO-D	GPU0/GPU1 warmed-cache runs	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e02a	n/a	available-label train-distribution compatibility chunk; not official hidden holdout	no Friends S7/OOD hidden labels used; public checkpoint may have seen this distribution	0	712	0	warm feature cache for corrected modality reruns; full condition from prior cold run	release	release	facebook/tribev2	facebook/tribev2	text,audio,video	modality_set	corrected_text_audio_video_vs_partial_modalities	S0031	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	approx_parcel_pearson_mean_best	0.213289	{"text":0.135589,"audio":0.153013,"video":0.175551,"text_audio":0.173635,"text_video":0.210799,"audio_video":0.202912,"text_audio_video":0.213289,"text_video_delta_vs_full":-0.002490,"audio_video_delta_vs_full":-0.010377,"text_audio_delta_vs_text":0.038047}	2480.653	cache/ablation_results/pretrained_tribe_modality_ablation_s01e02a_parcel_approx_v2.json	{"summary":"A0121","text":"A0103","audio":"A0106","video":"A0109","text_audio":"A0112","text_video":"A0115","audio_video":"A0118","full":"A0057","fix":"A0101","test":"A0102"}	approximate projected parcels; cache-confounded timing; full condition from prior cold run	Corrected local modality ablation supports the expected hierarchy: full multimodal is best, text+video is very close, and audio becomes valid once extracted correctly. It still does not show a new model improvement over public TRIBE.	supported_local	use as public-checkpoint sanity baseline; next candidate must beat full multimodal under the same protocol or official Codabench scoring	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0040	2026-05-14T10:17:00Z	run	quality	H014	tribe_hrf_offset_train_e01ab_val_e02a	A scalar HRF target offset near the default 5s improves public TRIBE full multimodal predictions on held-out available labels	experiments/tribe_hrf_offset_ablation.py	see A0122-A0125 command metadata	0151e9a	yes	added HRF offset ablation harness and tests	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01a,e01b	e02a	n/a	cross-chunk available-label split; offset selected only on e01a/e01b and reported on e02a	no Friends S7/OOD hidden labels used; no validation labels used for offset selection	1752	712	0	uses exported public TRIBE prediction arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 text_audio_video parcel arrays	text,audio,video	hrf_offset	offsets_3_4_5_6_7_select_train_val_e02a	S0031	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	delta_val_selected_vs_baseline	0.000000	{"train_scores":{"3":0.157599,"4":0.176201,"5":0.181691,"6":0.172264,"7":0.150985},"selected_offset_seconds":5.0,"val_selected_mean":0.213289,"val_baseline_mean":0.213289}	0.315983	cache/ablation_results/tribe_hrf_offset_train_e01ab_val_e02a_v1.json	{"script":"A0122","test":"A0123","result":"A0124","log":"A0125"}	none	Default 5s offset was selected on training chunks and tied baseline on validation; scalar HRF offset is not an improvement.	reject	stop scalar offset branch; next test should alter representation/fusion rather than target timing	Codex	Local compatibility evidence only, not leaderboard-comparable.
